Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_LocalFocusScore_OrigDNA_5.x,UserAnnotation_Blurry,UserAnnotation_Debris,UserAnnotation_Empty,Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_PathName_OrigActin,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigGolgi,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigActin,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigGolgi,Image_URL_OrigMito,Image_URL_OrigRNA,Image_ImageQuality_LocalFocusScore_OrigDNA_5.y
82,885,1,DNA,5.980408582095847e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J06,1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J06_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J06_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J06_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J06_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J06_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J06_s1_w4.TIF,5.980408582095847e-5
85,913,1,DNA,5.999686654464853e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J13,1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J13_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J13_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J13_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J13_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J13_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J13_s1_w4.TIF,5.999686654464853e-5
84,912,1,DNA,4.4110070175524953e-05,0,1,0,Plate2_PCO_6ch_4site_10XPA,J12,4,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J12_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J12_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J12_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J13_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J12_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J12_s4_w4.TIF,4.4110070175524953e-05
81,848,1,DNA,4.89659921714514e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,I20,4,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_I20_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_I20_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_I20_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_I21_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_I20_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_I20_s4_w4.TIF,4.89659921714514e-5
83,908,1,ER,5.667448405888545e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J11,4,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J12_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w4.TIF,5.667448405888545e-5
83,908,1,RNA,5.667448405888545e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J11,4,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J12_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J11_s4_w4.TIF,5.667448405888545e-5
90,954,1,DNA,6.83258350035074e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J23,2,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J23_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J23_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J23_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J23_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J23_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J23_s2_w4.TIF,6.83258350035074e-5
89,943,1,DNA,4.5886149820840434e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J20,3,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J20_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J20_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J20_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J20_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J20_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J20_s3_w4.TIF,4.5886149820840434e-5
87,931,1,DNA,3.691904566666408e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J17,3,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s3_w4.TIF,3.691904566666408e-5
86,929,1,DNA,6.272047549715089e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,J17,1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_J17_s1_w4.TIF,6.272047549715089e-5
95,1015,1,DNA,4.251856087526552e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,K14,3,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_K14_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_K14_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_K14_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_K14_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_K14_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_K14_s3_w4.TIF,4.251856087526552e-5
