Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_TotalArea_OrigDNA.x,UserAnnotation_Debris,UserAnnotation_Ded,UserAnnotation_Empty,UserAnnotation_Saturated,UserAnnotation_Blurry,Image_PathName_OrigAGP,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigAGP,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigMito,Image_URL_OrigRNA,Image_PathName_OrigActin,Image_PathName_OrigGolgi,Image_URL_OrigActin,Image_URL_OrigGolgi,Image_ImageQuality_TotalArea_OrigDNA.y
58,2586,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C3.tif,NA,NA,NA,NA,4000000
57,2559,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C3.tif,NA,NA,NA,NA,4000000
56,2532,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0282F0003T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0282F0003T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0282F0003T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0282F0003T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0282F0003T0001Z000C3.tif,NA,NA,NA,NA,4000000
63,2918,1,RNA,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C3.tif,NA,NA,NA,NA,4000000
65,2928,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0326F0003T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0326F0003T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0326F0003T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0326F0003T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0326F0003T0001Z000C3.tif,NA,NA,NA,NA,4000000
64,2925,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0009T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0009T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0009T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0009T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0009T0001Z000C3.tif,NA,NA,NA,NA,4000000
63,2918,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0325F0002T0001Z000C3.tif,NA,NA,NA,NA,4000000
62,2831,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0315F0005T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0315F0005T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0315F0005T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0315F0005T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0315F0005T0001Z000C3.tif,NA,NA,NA,NA,4000000
61,2780,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0309F0008T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0309F0008T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0309F0008T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0309F0008T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0309F0008T0001Z000C3.tif,NA,NA,NA,NA,4000000
70,3265,1,RNA,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C3.tif,NA,NA,NA,NA,4000000
69,3263,1,RNA,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C3.tif,NA,NA,NA,NA,4000000
70,3265,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0007T0001Z000C3.tif,NA,NA,NA,NA,4000000
69,3263,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C3.tif,NA,NA,NA,NA,4000000
68,3259,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0001T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0001T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0001T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0001T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0001T0001Z000C3.tif,NA,NA,NA,NA,4000000
67,3202,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0356F0007T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0356F0007T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0356F0007T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0356F0007T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0356F0007T0001Z000C3.tif,NA,NA,NA,NA,4000000
66,2969,1,Mito,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0330F0008T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0330F0008T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0330F0008T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0330F0008T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0330F0008T0001Z000C3.tif,NA,NA,NA,NA,4000000
69,3263,1,ER,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C3.tif,NA,NA,NA,NA,4000000
69,3263,1,AGP,4000000,1,0,0,0,0,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0363F0005T0001Z000C3.tif,NA,NA,NA,NA,4000000
75,141,1,DNA,1166400,1,0,0,0,0,D:\2020_11_16_Scope1_PE\images\C_BIN2_1Plane\CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1\Images,D:\2020_11_16_Scope1_PE\images\C_BIN2_1Plane\CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1\Images,D:\2020_11_16_Scope1_PE\images\C_BIN2_1Plane\CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1\Images,D:\2020_11_16_Scope1_PE\images\C_BIN2_1Plane\CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1\Images,D:\2020_11_16_Scope1_PE\images\C_BIN2_1Plane\CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1\Images,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_16_Scope1_PE/images/C_BIN2_1Plane/CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1/Images/r02c23f03p01-ch4sk1fk1fl1.tiff,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_16_Scope1_PE/images/C_BIN2_1Plane/CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1/Images/r02c23f03p01-ch1sk1fk1fl1.tiff,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_16_Scope1_PE/images/C_BIN2_1Plane/CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1/Images/r02c23f03p01-ch2sk1fk1fl1.tiff,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_16_Scope1_PE/images/C_BIN2_1Plane/CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1/Images/r02c23f03p01-ch5sk1fk1fl1.tiff,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_16_Scope1_PE/images/C_BIN2_1Plane/CPBroadPhenixC1PlaneP2__2020-11-09T11_51_35-Measurement1/Images/r02c23f03p01-ch3sk1fk1fl1.tiff,NA,NA,NA,NA,1166400
