Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_TotalArea_OrigDNA.x,UserAnnotation_Blurry,UserAnnotation_Debris,UserAnnotation_Empty,Image_PathName_OrigActin,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigGolgi,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigActin,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigGolgi,Image_URL_OrigMito,Image_URL_OrigRNA,Image_ImageQuality_TotalArea_OrigDNA.y
51,572,1,DNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_F23_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_F23_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_F23_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_F24_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_F23_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_F23_s4_w4.TIF,26214400
54,580,1,ER,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G02_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w4.TIF,26214400
53,579,1,Golgi,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s3_w4.TIF,26214400
54,580,1,RNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G02_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w4.TIF,26214400
54,580,1,Mito,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G02_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G01_s4_w4.TIF,26214400
58,635,1,Actin,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w4.TIF,26214400
59,636,1,DNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G16_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s4_w4.TIF,26214400
58,635,1,DNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G15_s3_w4.TIF,26214400
57,622,1,DNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G12_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G12_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G12_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G12_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G12_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G12_s2_w4.TIF,26214400
56,617,1,DNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G11_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G11_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G11_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G11_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G11_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_G11_s1_w4.TIF,26214400
65,706,1,DNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H09_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H09_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H09_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H09_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H09_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H09_s2_w4.TIF,26214400
64,679,1,DNA,26214400,0,1,0,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H02_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H02_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H02_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H02_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H02_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_H02_s3_w4.TIF,26214400
