Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_TotalArea_OrigDNA.x,UserAnnotation_Debris,UserAnnotation_Ded,UserAnnotation_Empty,UserAnnotation_Saturated,UserAnnotation_Blurry,Image_FileName_OrigAGP,Image_FileName_OrigDNA,Image_FileName_OrigER,Image_FileName_OrigMito,Image_FileName_OrigRNA,Image_PathName_OrigAGP,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigAGP,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigMito,Image_URL_OrigRNA,Image_FileName_OrigActin,Image_FileName_OrigGolgi,Image_PathName_OrigActin,Image_PathName_OrigGolgi,Image_URL_OrigActin,Image_URL_OrigGolgi,Image_ImageQuality_TotalArea_OrigDNA.y
14,61,1,DNA,2585664,1,0,0,0,0,"WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigAGP.tiff","WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigDNA.tiff","WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigER.tiff","WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
13,15,1,DNA,2585664,1,0,1,0,0,"WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigAGP.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigDNA.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigER.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
12,9,1,DNA,2585664,1,0,0,0,0,"WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
11,311,1,DNA,2585664,1,0,0,0,0,"WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigAGP.tiff","WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigDNA.tiff","WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigER.tiff","WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0310Seq0310_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
13,15,1,ER,2585664,1,0,1,0,0,"WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigAGP.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigDNA.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigER.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
12,9,1,ER,2585664,1,0,0,0,0,"WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
15,81,1,Mito,2585664,1,0,0,0,0,"WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigAGP.tiff","WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigDNA.tiff","WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigER.tiff","WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
14,61,1,Mito,2585664,1,0,0,0,0,"WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigAGP.tiff","WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigDNA.tiff","WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigER.tiff","WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellC13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0060Seq0060_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
12,9,1,Mito,2585664,1,0,0,0,0,"WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
13,15,1,AGP,2585664,1,0,1,0,0,"WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigAGP.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigDNA.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigER.tiff","WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0014Seq0014_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
12,9,1,AGP,2585664,1,0,0,0,0,"WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellA09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0008Seq0008_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
